text,label,all_old,predicao
secretaria fazenda divulga tabela valores venais c lculo ipva,carros,secretaria de fazenda divulga tabela com valores venais para cálculo do ipva de <digit><digit><digit><digit>,carros
secretaria fazenda rj alerta tentativa golpe falso boleto ipva,carros,secretaria de fazenda do rj alerta para tentativa de golpe com falso boleto de ipva,carros
sed cara esportivo fiat cronos chega cheio novidades mercado,carros,sedã com cara de esportivo fiat cronos chega cheio de novidades para o mercado,carros
seduc estabelece norma matr cula novos alunos rede estadual al,educacao,seduc estabelece normas para matrícula de novos alunos da rede estadual de al.,educacao
seduc realiza ltima revis pr enem neste domingo,educacao,seduc realiza última revisão pré enem neste domingo <digit><digit> .,educacao
seedorf novo treinador deportivo la coru,esporte,seedorf é o novo treinador do deportivo la coruña.,esporte
sefaz divulga calend rio pagamento ipva,carros,sefaz divulga calendário de pagamento do ipva em <digit><digit><digit><digit>,carros
sefaz divulga calend rio pagamento ipva desconto,carros,sefaz divulga calendário para pagamento do ipva <digit><digit><digit><digit> com desconto,carros
segovia decide manter cargo coordenador delegados lava jato pol cia federal,politica,segovia decide manter no cargo coordenador dos delegados da lava jato na polícia federal.,politica
segovia deve trocar menos superintendentes pf manter gest anterior,politica,segovia deve trocar ao menos <digit><digit> superintendentes da pf e manter <digit> da gestão anterior.,politica
segovia discute russos parceria investiga e combate tr fico armas terrorismo,politica,segovia discute com russos parceria em investigações de combate ao tráfico de armas e ao terrorismo.,politica
seg via diz deve realocar policiais atuar investiga e stf,politica,segóvia diz que deve realocar policiais para atuar em investigações no stf.,politica
segovia diz governos fecharam olhos fac e criminosas,politica,segovia diz que governos fecharam os olhos para facções criminosas.,politica
segovia diz temer continuar investigado nenhum problema,politica,segovia diz que temer continuará a ser investigado sem nenhum problema.,politica
segovia entrega c rmen l cia investiga sobre men e delatores j f ministros stf,politica,segovia entrega a cármen lúcia investigação sobre menções de delatores da j&f a ministros do stf.,politica
seg via escolhe ex assessor parlamentar pf chefe gabinete,politica,segóvia escolhe ex-assessor parlamentar da pf para ser chefe de gabinete.,politica
seg via nomeia erika marena chefiar superintend ncia sergipe,politica,segóvia nomeia erika marena para chefiar superintendência do sergipe.,politica
segovia p d vida nica mala suficiente apontar temer praticou corrup,politica,segovia põe em dúvida se uma única mala é suficiente para apontar se temer praticou corrupção.,politica
seg via v corrup sist mica pa s diz pol cia federal ampliar opera e,politica,segóvia vê corrupção sistêmica no país e diz que polícia federal ampliará operações.,politica
seguindo passos tiffany carol lissarassa vibra inclus,esporte,seguindo passos de tiffany carol lissarassa vibra com inclusão.,esporte
segunda aplica enem reda sobre padr e beleza provas canceladas pres dios,educacao,segunda aplicação do enem <digit><digit><digit><digit> tem redação sobre padrões de beleza e provas canceladas em <digit><digit> presídios.,educacao
segunda fase fuvest come neste domingo prova portugu s reda,educacao,segunda fase da fuvest <digit><digit><digit><digit> começa neste domingo com prova de português e redação.,educacao
segunda fase fuvest fotos,educacao,segunda fase da fuvest <digit><digit><digit><digit> fotos.,educacao
segunda gera carro f rmula apresentada v deo,esporte,segunda geração do carro da fórmula e é apresentada em vídeo.,carros
segunda guerra mundial marca segunda fase liter ria carlos drummond andrade,educacao,segunda guerra mundial marca segunda fase literária de carlos drummond de andrade.,educacao
segunda prova segunda fase fuvest menos quest e interdisciplinares exatas dif ceis dizem professores,educacao,segunda prova da segunda fase da fuvest teve menos questões interdisciplinares e exatas mais difíceis dizem professores.,educacao
segunda semana show rock in rio previs sol forte noites frias,musica,segunda semana de shows do rock in rio tem previsão de sol forte e noites frias.,musica
segunda turma stf rejeita den ncia contra senador benedito lira deputado federal arthur lira,politica,segunda turma do stf rejeita denúncia contra o senador benedito de lira e o deputado federal arthur lira.,politica
segunda turma supremo rejeita den ncia livra processo deputado jos guimar e,politica,segunda turma do supremo rejeita denúncia e livra de processo o deputado josé guimarães.,politica
segundo dia segunda fase fuvest menor ndice absten d cada,educacao,segundo dia da segunda fase da fuvest <digit><digit><digit><digit> tem menor índice de abstenção da década.,educacao
segundo dia prova enem rr faltosos diz inep,educacao,segundo dia de prova do enem em rr tem <digit><digit> <digit>% de faltosos diz inep.,educacao
segundo dia prova enem amap faltosos diz inep,educacao,segundo dia de prova do enem no amapá tem <digit><digit> <digit>% de faltosos diz inep.,educacao
segundo dia vestibular ufrgs absten,educacao,segundo dia de vestibular da ufrgs tem abstenção de <digit><digit> <digit><digit>%.,educacao
segundo dia enem ocorr ncias incluindo suspeita uso ponto eletr nico,politica,segundo dia do enem tem <digit><digit><digit> ocorrências incluindo suspeita de uso de ponto eletrônico.,educacao
segundo dia enem jogo campo minado boto depila laser motoristas usam celular volante,educacao,segundo dia do enem tem jogo campo minado boto depilação a laser e motoristas que usam o celular ao volante.,educacao
segundo marun governo mant m indica cristiane recorrer stf stj,politica,segundo marun governo mantém indicação de cristiane e recorrerá ao stf ou stj.,politica
seguradora forma grupo clientes promete devolver at dinheiro ningu m bater carro,carros,seguradora forma grupo de clientes e promete devolver até <digit><digit>% do dinheiro se ninguém bater o carro,carros
segurados relatam dificuldade agendar servi b sicos ins,economia,segurados relatam dificuldade para agendar serviços básicos no inss.,economia
seguran principal reivindica alunos ensino m dio diz pesquisa,educacao,segurança é a principal reivindicação dos alunos do ensino médio diz pesquisa.,educacao
seguran premium grandes destaques novo sed volkswagen,carros,segurança premium é um dos grandes destaques do novo sedã da volkswagen,carros
seguro investidor ter limite r milh conhe t tulos protegidos fgc,economia,seguro do investidor terá limite de r$ <digit> milhão conheça os títulos protegidos pelo fgc.,economia
seguro dpvat fica barato veja valores,carros,seguro dpvat <digit><digit><digit><digit> fica mais barato: veja os valores,carros
seguro dpvat redu regra n vale motos,carros,seguro dpvat tem redução de <digit><digit>% para <digit><digit><digit><digit> regra não vale para motos,economia
seguro dpvat redu regra n vale motos,economia,seguro dpvat tem redução de <digit><digit>% para <digit><digit><digit><digit> regra não vale para motos.,economia
seguro desemprego reajuste maior parcela passa r,economia,seguro-desemprego tem reajuste de <digit> <digit><digit>% e maior parcela passa a r$ <digit>.<digit><digit><digit> <digit><digit>.,economia
sei dificuldades surdos diz candidato enem ap sobre tema reda,educacao,sei das dificuldades dos surdos diz candidato do enem no ap sobre o tema da redação.,educacao
seis alunos encaram sonho ouro olimp ada internacional matem tica rio,educacao,seis alunos encaram sonho do ouro em olimpíada internacional de matemática que será no rio.,educacao
seis dia enem n deixe visitar local provas,educacao,seis dias para o enem <digit><digit><digit><digit>: não deixe de visitar o local de provas.,educacao
seis passos b sicos contra bullying veja alunos pais escolas precisam combater pr tica,educacao,seis passos básicos contra o bullying: veja do que alunos pais e escolas precisam para combater a prática.,educacao
seis projetos desenvolvidos ba s oferecidos iniciativa privada meio concess e p veja lista,economia,seis projetos desenvolvidos na ba são oferecidos para a iniciativa privada por meio de concessões e ps veja lista.,economia
sele brasileira beach soccer abre temporada santos,esporte,seleção brasileira de beach soccer abre temporada <digit><digit><digit><digit> em santos.,esporte
sele prefeitura riacho cavalos pb aberta sal rio at r mil,economia,seleção da prefeitura de riacho dos cavalos pb é aberta com salários de até r$ <digit><digit> mil.,economia
sele prefeitura riacho cavalos pb termina nesta ter feira,economia,seleção da prefeitura de riacho dos cavalos pb termina nesta terça-feira.,economia
sele faz paraguai conquista sul americano sub,esporte,seleção faz <digit> a <digit> no paraguai e conquista sul-americano sub-<digit><digit>.,esporte
sele masculina basquete atuar goi nia eliminat rias mundial,esporte,seleção masculina de basquete atuará em goiânia pelas eliminatórias do mundial.,esporte
sele profissionais sa cear sal rio at r mil,economia,seleção para profissionais da saúde no ceará tem salários de até r$ <digit> <digit> mil.,economia
sele sub escolha coerente prepara atrasada desfalques,esporte,seleção sub-<digit><digit>: escolha coerente preparação atrasada e desfalques.,esporte
sele vai observar willian jos malcom talisca ante pr xima lista,esporte,seleção vai observar willian josé malcom e talisca antes da próxima lista.,esporte
selena gomez d detalhes sobre tratamento dia ap s cancelar turn,musica,selena gomez dá detalhes sobre tratamento de <digit><digit> dias após cancelar turnê em <digit><digit><digit><digit>.,musica
selena gomez eleita mulher ano billboard,musica,selena gomez é eleita a mulher do ano pela billboard.,musica
selena gomez justin bieber s flagrados beijando f s comemoram,musica,selena gomez e justin bieber são flagrados se beijando e fãs comemoram.,musica
selena gomez the weeknd n est junto diz revista,musica,selena gomez e the weeknd não estão mais juntos diz revista.,musica
selena gomez lan wolf m sica parceria dj marshmello,musica,selena gomez lança wolves música em parceria com o dj marshmello.,musica
selena gomez relatum cirurgia transplante rim tratar l pu,musica,selena gomez relata cirurgia para transplante de rim para tratar lúpus.,musica
selfie in rio p blico d dicas melhores lugares tirar fotos cidade rock,musica,selfie in rio: público dá dicas dos melhores lugares para tirar fotos na cidade do rock.,musica
presen acusados per cia faz reconstitui morte jovem campus unicamp,educacao,sem a presença dos acusados perícia faz reconstituição da morte de jovem no campus da unicamp.,educacao
abono empregados lg recebem celulares taubat,economia,sem abono empregados da lg recebem celulares em taubaté.,economia
acordo dia recesso s texto enxuto salva reforma previd ncia avaliam l deres,politica,sem acordo e a <digit><digit> dias do recesso só texto enxuto salva reforma da previdência avaliam líderes.,politica
acordo suspender contratos gm d folga trabalhadores s jos,carros,sem acordo para suspender contratos gm dá folga aos trabalhadores em são josé,carros
acordo suspens contratos gm d folgas oper rio s jos,carros,sem acordo para suspensão de contratos gm dá folgas para operários em são josé,carros
acordo layoff gm concede folgas frear produ f brica s jos,carros,sem acordo por layoff gm concede folgas para frear produção na fábrica em s. josé,carros
acordo ponte preta aranha distanciam rescis amig vel,esporte,sem acordo ponte preta e aranha se distanciam de rescisão amigável .,esporte
acordo rony voltar jap bota receber r milh,esporte,sem acordo rony voltará ao japão bota tem que receber r$ <digit> milhão.,economia
carvajal zidane apostar nacho segurar neymar diz jornal,esporte,sem carvajal zidane apostará em nacho para segurar neymar diz jornal.,esporte
charuto dolos retornam clube sala presid ncia vira camarote,esporte,sem charuto: ídolos retornam ao clube e sala da presidência vira camarote.,esporte
cr real eliminado legan s quartas copa rei,esporte,sem cr<digit> real é eliminado pelo leganés nas quartas da copa do rei.,esporte
crescimento significativo vagas desde fase unicamp alta concorr ncia,educacao,sem crescimento significativo de vagas desde <digit><digit><digit><digit> <digit>ª fase da unicamp tem alta de <digit><digit> <digit>% na concorrência.,educacao
crise criativa tribalistas voltam lbum easy gente feliz,musica,sem crise criativa tribalistas voltam com álbum easy para gente feliz.,musica
data diz ministro justi sobre novo decreto indulto natal,politica,sem data diz ministro da justiça sobre novo decreto do indulto de natal.,politica
dinheiro universidades federais demitem terceirizados reduzem consumo cortam bolsas paralisam obras,educacao,sem dinheiro universidades federais demitem terceirizados reduzem consumo cortam bolsas e paralisam obras.,educacao
documentos doi candidatos n conseguem fazer provas enem goi nia,educacao,sem documentos dois candidatos não conseguem fazer provas do enem em goiânia.,educacao
dourado fluminense muda toda espinha dorsal,esporte,sem dourado fluminense muda toda espinha dorsal de <digit><digit><digit><digit> para <digit><digit><digit><digit>.,esporte
dupla atl tico pr faz ltimo treino ante viajar cascavel,esporte,sem dupla atlético-pr faz último treino antes de viajar para cascavel.,esporte
engrenar ano sornoza ganha sombra robinho,esporte,sem engrenar no ano sornoza ganha sombra de robinho.,esporte
garantia governo federal unicamp teme preju zo mil bolsas cnpq,educacao,sem garantia do governo federal unicamp teme prejuízo a <digit> <digit> mil bolsas do cnpq.,educacao
gol falta h tr s ano palmeiras renova candidatos,esporte,sem gol de falta há três anos palmeiras renova candidatos.,esporte
gols ap s doi jogos s paulo sinal alerta ataque,esporte,sem gols após dois jogos são paulo tem sinal de alerta no ataque.,esporte
gols emo crici ma chapecoense empatam,esporte,sem gols e sem emoção criciúma e chapecoense empatam.,esporte
grandes mudan chevrolet spin recebe atualiza central multim dia,carros,sem grandes mudanças chevrolet spin <digit><digit><digit><digit> recebe atualização de central multimídia,carros
inventar z lia canta milton suavidade arco morelenbaum,musica,sem inventar zélia canta milton com suavidade no arco de morelenbaum.,musica
jogar h ano serena recebe convite premier miami,esporte,sem jogar há mais de um ano serena recebe convite para o premier de miami.,esporte
lava jato pauta stf concentra novembro e sociais ambientais,politica,sem lava jato na pauta stf se concentra em novembro em ações sociais e ambientais.,politica
ligar piloto autom tico acende radiola fogo brando pop,musica,sem ligar o piloto automático nação acende radiola no fogo brando do pop.,musica
nen agora op e vasco estreia libertadores,esporte,sem nenê e agora as opções do vasco para a estreia na libertadores.,esporte
neymar psg vence guingamp vai s oitavas copa fran,esporte,sem neymar psg vence guingamp e vai às oitavas da copa da frança.,esporte
brother supla suplicy retoma discografia solo cd autoral jo,musica,sem o brother supla suplicy retoma discografia solo com cd autoral joão.,musica
oportunidades knicks joakim noah briga t cnico afastado,esporte,sem oportunidades nos knicks joakim noah briga com o técnico e é afastado.,esporte
poder contratar novos professores unesp pode at fechar cursos diz diretor,educacao,sem poder contratar novos professores unesp pode até fechar cursos diz diretor.,educacao
portar cnh embriagado volante renato ex atl tico mg preso,esporte,sem portar cnh e embriagado volante renato ex-atlético-mg é preso.,esporte
pressa primeiro gol perotti busca evolu chape vou crescer,esporte,sem pressa por primeiro gol perotti busca evolução na chape: vou crescer .,esporte
previs votar reforma previd ncia congresso deve discutir nesta semana casamento gay aborto,politica,sem previsão de votar reforma da previdência congresso deve discutir nesta semana casamento gay e aborto.,politica
qu rum v spera feriado senado encerra sess votar projetos,politica,sem quórum na véspera de feriado senado encerra sessão sem votar projetos.,politica
qu rum c mara deixa ltimo dia vota mp funrural,politica,sem quórum câmara deixa para o último dia votação da mp do funrural.,politica
reforma previd ncia d vida bruta ficar acima pib at prev tesouro,economia,sem reforma da previdência dívida bruta ficará acima de <digit><digit>% do pib até <digit><digit><digit><digit> prevê tesouro.,economia
reforma previd ncia d vida chegar pib pa s entrar rota complexa diz ministro,economia,sem reforma da previdência dívida chegará a <digit><digit><digit>% do pib em <digit><digit><digit><digit> e país entrará em rota complexa diz ministro.,economia
reforma previd ncia janela recupera come fechar alertam economistas,politica,sem reforma da previdência janela de recuperação começa a se fechar alertam economistas.,politica
reforma previd ncia acontece economia,economia,sem reforma da previdência o que acontece com a economia .,politica
reforma previd ncia pode faltar dinheiro seguran sa educa emenda parlamentar diz meirelles,politica,sem reforma da previdência pode faltar dinheiro para segurança saúde educação e emenda parlamentar diz meirelles.,politica
reforma ministerial nada reforma previd ncia,politica,sem reforma ministerial nada de reforma da previdência.,politica
resposta sport atl tico mg desiste contrata rithely,esporte,sem resposta do sport atlético-mg desiste da contratação de rithely.,esporte
saber vestibular at ano ex aluno escola estadual passa medicina universidades p blicas,educacao,sem saber o que é vestibular até os <digit><digit> anos ex-aluno de escola estadual passa em medicina em <digit> universidades públicas.,educacao
saber lady gaga chegou rio f s marcam presen frente hotel zona sul,musica,sem saber se lady gaga chegou ao rio fãs marcam presença em frente a hotel da zona sul.,musica
sair roda samba ex cantor grupo galocant lan lbum solo,musica,sem sair da roda do samba ex-cantor do grupo galocantô lança álbum solo.,musica
sal rio professores uerj decidem entrar greve tempo indeterminado,educacao,sem salários professores da uerj decidem entrar em greve por tempo indeterminado.,educacao
arrepender planejamento zidane diz ter reagir,esporte,sem se arrepender de planejamento zidane diz ter força para reagir.,politica
mexer gabriel moura dan lbum diluidor suingue black,musica,sem se mexer gabriel moura dança em álbum diluidor do suingue black.,musica
turma honda wr v encara carros maiores menores,carros,sem turma honda wr-v encara carros maiores e menores,carros
votos aprovar pec temer diz reforma previd ncia n ampla,politica,sem votos para aprovar pec temer diz que reforma da previdência não é muito ampla.,politica
votos l deres j falam deixar vota turno reforma previd ncia dezembro,politica,sem votos líderes já falam em deixar votação do <digit>º turno da reforma da previdência para <digit><digit> de dezembro.,politica
walace hamburgo perde lanterna segue zona degola,esporte,sem walace hamburgo perde para o lanterna e segue na zona da degola.,esporte
sema show veja fotos maior feira carros customizados mundo,carros,sema show <digit><digit><digit><digit>: veja fotos da maior feira de carros customizados do mundo,musica
semana congresso senado analisa teto combust vel avia c mara discute seguran p blica,politica,semana no congresso: senado analisa teto para combustível da aviação câmara discute segurança pública.,politica
semente jaca cheiro chocolate pode substituir cacau ind stria cosm ticos diz usp,educacao,semente de jaca tem cheiro de chocolate e pode substituir cacau na indústria de cosméticos diz usp.,educacao
semi rido brasileiro cresce inclus munic pios,economia,semiárido brasileiro cresce com inclusão de mais <digit><digit> municípios.,economia
semifinal flamengo botafogo volta redonda,esporte,semifinal entre flamengo e botafogo será em volta redonda.,esporte
semifinal ta gb tudo voc precisa saber boavista x bangu,esporte,semifinal taça gb: tudo o que você precisa saber de boavista x bangu.,esporte
semifinalista lusa montou time sete me custo quase zero,esporte,semifinalista lusa montou time em sete meses e com custo quase zero.,esporte
seminovo fazer bom neg cio compr,carros,seminovo: como fazer um bom negócio na compr,economia
sempre esforcei m ximo diz aluna ipatinga conquistou nota mil reda enem,educacao,sempre me esforcei ao máximo diz aluna de ipatinga que conquistou nota mil na redação do enem.,educacao
teto ano aceito universidade cambridge,educacao,sem-teto de <digit><digit> anos é aceito na universidade de cambridge.,educacao
senac ponta grossa oferece cursos presenciais dist ncia,educacao,senac de ponta grossa oferece cursos presenciais e a distância.,educacao
senado adia vota projeto assegura lei uni est vel pessoas sexo,politica,senado adia votação de projeto que assegura em lei união estável entre pessoas do mesmo sexo.,politica
senado amplia cargo marinha poder ocupados mulheres,politica,senado amplia cargos na marinha que poderão ser ocupados por mulheres.,politica
senado aprova cria ag ncia fiscalizar setor minera,politica,senado aprova criação de agência para fiscalizar setor de mineração.,politica
senado aprova cria fundo destinado financiar estudos t cnicos p,politica,senado aprova criação de fundo destinado a financiar estudos técnicos para ps.,politica
senado aprova destinar impostos incidentes sobre derivados tabaco sa,politica,senado aprova destinar impostos incidentes sobre derivados do tabaco para saúde.,politica
senado aprova turno pec cria fundo seguran p blica,politica,senado aprova em <digit>º turno pec que cria fundo para a segurança pública.,politica
senado aprova medida provis ria reformula fies,educacao,senado aprova medida provisória que reformula o fies.,politica
senado aprova medida provis ria reformula fies,politica,senado aprova medida provisória que reformula o fies.,politica
senado aprova mp muda al quota royalty explora min rio,politica,senado aprova mp que muda alíquota de royalties da exploração de minério.,politica
senado aprova mp prev incentivos tribut rio empresas setor petr leo,economia,senado aprova mp que prevê incentivos tributários para empresas do setor de petróleo.,economia
senado aprova mp prev incentivos tribut rio empresas setor petr leo,politica,senado aprova mp que prevê incentivos tributários para empresas do setor de petróleo.,economia
senado aprova mp prorroga at vig ncia incentivo fiscal cinema,politica,senado aprova mp que prorroga até <digit><digit><digit><digit> vigência de incentivo fiscal para o cinema.,politica
senado aprova parcelamento d vidas previdenci rias produtores rurais,economia,senado aprova parcelamento de dívidas previdenciárias de produtores rurais.,politica
senado aprova parcelamento d vidas previdenci rias produtores rurais,politica,senado aprova parcelamento de dívidas previdenciárias de produtores rurais.,politica
senado aprova pec aumenta transfer ncia recursos uni munic pios,politica,senado aprova pec que aumenta transferência de recursos da união para os municípios.,politica
senado aprova pec pro be servidor filiado partido pol tico tomar posse justi eleitoral,politica,senado aprova pec que proíbe servidor filiado a partido político de tomar posse na justiça eleitoral.,politica
senado aprova projeto assegura v timas c ncer mama cirurgia simetria seios,politica,senado aprova projeto que assegura a vítimas de câncer de mama cirurgia para simetria dos seios.,politica
senado aprova projeto destina sus arrecada multas tr nsito,carros,senado aprova projeto que destina ao sus <digit><digit>% da arrecadação com multas de trânsito,politica
senado aprova projeto facilita capitaliza caixa recursos fgts,economia,senado aprova projeto que facilita capitalização da caixa com recursos do fgts.,politica
senado aprova projeto facilita capitaliza caixa recursos fgts,politica,senado aprova projeto que facilita capitalização da caixa com recursos do fgts.,politica
senado aprova projeto muda valor substitui tribut ria cobran icms entenda,economia,senado aprova projeto que muda valor para substituição tributária na cobrança do icms entenda.,politica
senado aprova projeto muda valor substitui tribut ria cobran icms entenda,politica,senado aprova projeto que muda valor para substituição tributária na cobrança do icms entenda.,politica
senado aprova projeto pro be uni bloquear verba seguran p blica estados munic pios,politica,senado aprova projeto que proíbe união de bloquear verba de segurança pública de estados e municípios.,politica
senado aprova projeto regulamenta uso biocombust veis,politica,senado aprova projeto que regulamenta uso de biocombustíveis.,politica
senado aprova texto obriga sus garantir simetria est tica c ncer mama,politica,senado aprova texto que obriga sus a garantir simetria estética quando houver câncer em uma mama.,politica
senado aprova texto base projeto regulamenta aplicativos uber,politica,senado aprova texto-base de projeto que regulamenta aplicativos como uber.,politica
senado aprova tirar habilita motorista cnpj empresa envolvidos contrabando,carros,senado aprova tirar habilitação de motorista e cnpj de empresa envolvidos em contrabando,carros
senado aprova urg ncia projeto prev recursos funpen instalar bloqueadores celular pres dios,politica,senado aprova urgência a projeto que prevê recursos do funpen para instalar bloqueadores de celular em presídios.,politica
senado aprova uso recursos funpen instala bloqueadores celular pres dios,politica,senado aprova uso de recursos do funpen para instalação de bloqueadores de celular em presídios.,politica
senado aprova voto distrital misto escolha deputados vereadores,politica,senado aprova voto distrital misto para escolha de deputados e vereadores.,politica
senado aprovou projeto lei cancela automaticamente cnh ap s dia vencida n verdade,carros,senado aprovou projeto de lei que cancela automaticamente cnh após <digit><digit> dias vencida não é verdade,carros
senado conclui vota pec cria fundo seguran p blica,politica,senado conclui votação de pec que cria fundo para a segurança pública.,politica
senado derruba projeto fixava al quota m xima icms combust vel avia,politica,senado derruba projeto que fixava em <digit><digit>% alíquota máxima de icms para combustível de aviação.,politica
senado eua aprova powell pr ximo presidente fed,economia,senado dos eua aprova powell como próximo presidente do fed.,economia
senado estende at prazo estados munic pios quitarem precat rio,economia,senado estende até <digit><digit><digit><digit> prazo para estados e municípios quitarem precatórios.,politica
senado estende at prazo estados munic pios quitarem precat rio,politica,senado estende até <digit><digit><digit><digit> prazo para estados e municípios quitarem precatórios.,politica
senado pode analisar nesta ter projeto regulamenta servi uber,politica,senado pode analisar nesta terça projeto que regulamenta serviços como o uber.,politica
senador aciona conselho tica contra gleisi hoffmann lindbergh farias,politica,senador aciona conselho de ética contra gleisi hoffmann e lindbergh farias.,politica
senador l relat rio favor vel convoca plebiscito sobre estatuto desarmamento,politica,senador lê relatório favorável à convocação de plebiscito sobre estatuto do desarmamento.,politica
senador l relat rio favor vel convoca plebiscito sobre revoga estatuto desarmamento,politica,senador lê relatório favorável à convocação de plebiscito sobre revogação do estatuto do desarmamento.,politica
senador l relat rio favor vel legaliza jogos azar,politica,senador lê relatório favorável à legalização dos jogos de azar.,politica
senador tasso jereissati lan candidatura presid ncia psdb,politica,senador tasso jereissati lança candidatura à presidência do psdb.,politica
senador vai justi contra posse cristiane brasil ministra trabalho,politica,senador vai à justiça contra posse de cristiane brasil como ministra do trabalho.,politica
senadora quer mudar constitui evitar ministros retornem congresso vota e,politica,senadora quer mudar constituição para evitar que ministros retornem ao congresso para votações.,politica
senadores citam clima natalino pedem desculpas un outros excessos,politica,senadores citam clima natalino e pedem desculpas uns aos outros por excessos em <digit><digit><digit><digit>.,politica
senna tv kart vermelho branco alonso fala inspira tricampe,esporte,senna tv: com <digit>º kart vermelho e branco alonso fala da inspiração em tricampeão.,esporte
sensa austr lia chung entra top cilic pula ranking,esporte,sensação na austrália chung entra no top <digit><digit> cilic pula para <digit>º do ranking.,esporte
sensa austr lia hyeon chung vence vai semifinal in dita,esporte,sensação na austrália hyeon chung vence mais uma e vai à semifinal inédita.,esporte
sensa t rmica graus surpreende atletas pyeongchang,esporte,sensação térmica de -<digit><digit> graus surpreende atletas em pyeongchang.,esporte
sensa t rmica abertura jogos deve apenas c,esporte,sensação térmica na abertura dos jogos deve ser de apenas -<digit><digit>ºc.,esporte
sente dor pedalar veja le e joelho atrapalham ciclistas,esporte,sente dor ao pedalar veja lesões no joelho que mais atrapalham os ciclistas.,esporte
sentimento autopreserva casas legislativas efeito cascata,politica,sentimento de autopreservação das casas legislativas tem efeito cascata.,politica
sepultura consola porrada f s carentes metal rock in rio mant m peso fam lia lima,musica,sepultura consola com porrada fãs carentes de metal no rock in rio e mantém peso com família lima.,musica
sepultura outras atra e rock in rio colocam m mural fama festival,musica,sepultura e outras atrações do rock in rio colocam mãos no mural da fama do festival.,musica
sepultura faz jus peso nome grupo show cheio som f ria,musica,sepultura faz jus ao peso do nome do grupo em show cheio de som e fúria.,musica
sepultura barulho rio membros banda comentam quiz g,musica,sepultura ou barulho do rio membros da banda comentam quiz do g<digit>.,musica
sequ ncia ruim muda plano galo time titular deve jogar contra urt,esporte,sequência ruim muda planos do galo e time titular deve jogar contra a urt.,esporte
preciso firmeza reduzir spread banc rio brasil,economia,será preciso firmeza para reduzir o spread bancário no brasil.,economia
coisa cort s elegante diz temer sobre sa psdb base governo,politica,será uma coisa cortês e elegante diz temer sobre saída do psdb da base do governo.,politica
s rgio cabral adriana ancelmo s aprovados vestibular teologia,politica,sérgio cabral e adriana ancelmo são aprovados em vestibular de teologia.,politica
s rgio cabral faz exames iml curitiba segue pres dio,politica,sérgio cabral faz exames no iml em curitiba e segue para presídio.,politica
s rgio cabral ficar sozinho cela dia direito tv visitas pres dio diz depen,politica,sérgio cabral ficará sozinho em cela por <digit><digit> dias sem direito a tv e visitas em presídio diz depen.,politica
s rgio cabral vira r u vez desdobramentos lava jato,politica,sérgio cabral vira réu pela <digit><digit>ª vez em desdobramentos da lava jato.,politica
sergio mendes faz vibrante passeio musical rio brazil,musica,sergio mendes faz vibrante passeio musical no rio pelo brazil de <digit><digit><digit><digit>.,musica
sergio mendes grava jo donato rio primeiro lbum quatro ano,musica,sergio mendes grava com joão donato no rio para primeiro álbum em quatro anos.,musica
s rgio moro manda desbloquear dinheiro aposentadoria ex presidente lula,politica,sérgio moro manda desbloquear dinheiro da aposentadoria do ex-presidente lula.,politica
s rgio moro pede explica e mpf sobre assassinato investigado lava jato,politica,sérgio moro pede explicações ao mpf sobre assassinato de investigado na lava jato.,politica
sergio ramos lesiona mesma panturrilha desfalca real duas semanas,esporte,sergio ramos lesiona a mesma panturrilha e desfalca o real por duas semanas.,esporte
sergio ramos marcelo modric jantam cr convenc lo seguir real,esporte,sergio ramos marcelo e modric jantam com cr<digit> para convencê-lo a seguir no real.,esporte
s rgio real vida contada musical sertanejo estrelado cantor leo chaves,musica,sérgio reis tem a vida contada em musical sertanejo estrelado pelo cantor leo chaves.,musica
s rgio s morre fortaleza ap s infarto,musica,sérgio sá morre em fortaleza após infarto.,musica
s rgio s compositor rendeu paradas vozes f bio vanusa,musica,sérgio sá compositor que rendeu as paradas nas vozes de fábio e vanusa.,musica
serra aracruz t m posi e opostas ranking empregos brasil,economia,serra e aracruz têm posições opostas em ranking de empregos no brasil.,economia
serralheiro transforma kombi lar sobre rodas campinas b sico bom,carros,serralheiro transforma kombi em lar sobre rodas em campinas: o básico que é bom,carros
servi achados perdidos rock in rio recebe smartphones documentos culos at dinheiro,musica,serviço de achados e perdidos do rock in rio recebe smartphones documentos óculos e até dinheiro.,musica
servidor ibama investigado pf ironiza risco dia brasil precisar oxig nio,politica,servidor do ibama investigado pela pf ironiza o risco de um dia o brasil precisar de oxigênio .,politica
servidor ibama pede r madeireiro avisa sobre equipe,politica,servidor do ibama pede r$ <digit><digit><digit> para madeireiro e avisa sobre equipe de fora.,politica
servidor rj receber sal rio atrasados pr xima semana certeza absoluta diz secret rio fazenda,economia,servidor do rj receberá salários atrasados na próxima semana com certeza absoluta diz secretário de fazenda.,economia
servidor alertou sobre varreduras contra grampos demitido senado,politica,servidor que alertou sobre varreduras contra grampos é demitido pelo senado.,politica
servidores faepu paralisam atividades uberl ndia,educacao,servidores da faepu paralisam atividades em uberlândia.,educacao
servidores estatais ter dividir custo plano sa empresas,economia,servidores de estatais terão de dividir custo de plano de saúde com as empresas.,economia
servidores estatais ter dividir custo plano sa empresas,politica,servidores de estatais terão de dividir custo de plano de saúde com as empresas.,economia
